_id,info/city,info/homeSize,info/homeType,info/block,info/parking,flatmatePreferences/gender,flatmatePreferences/pets,flatmatePreferences/smoking,flatmatePreferences/agemin,flatmatePreferences/agemax,description/bills,description/features,description/homeDescription,occupants/interests,occupants/about,occupants/gender,occupants/age,occupants/compatiblePeople,occupants/pets,occupants/smoking,bedroomInfo/dateAvailable,bedroomInfo/bedroomSize,bedroomInfo/features,bedroomInfo/rent,bedroomInfo/bedroomFurniture,bedroomInfo/otherInformation,bedroomInfo/bond,bedroomInfo/overnight,bedroomInfo/bills,occupants/petDescription
951330,Gold Coast and SE Queensland,2 bedrooms,Apartment,Southport,Uncovered off-street,Any gender/sexuality,Without a cat or dog,Non-smokers,18,24,"Water, wifi, electricity and gas are all included in the rent amount. Private parking is available for additional $20 a week if interested through the village themselves. Groceries is paid for separately but the village does provide free food or dinners at least once a week!",Ceiling fans && Cable or satellite TV && Broadband Internet,"Description of the home This unit is situated on the Griffith university village so less than a 10 minute walk to anywhere on campus or the tram. Heaps of facilities available with a laundry room, rec room, village cafe and pool all on campus for your use. There is also Crestwood plaza just across the road as well as an Aldi. 24/7 security and resident assistance is available but still a great place to have mates come over.",,"Occupant of the second bedroom is a lovely, quiet 18 year old. She doesn't spend a lot of time in the unit so you would have the place mainly to yourself and she is very tidy. Doesn't mind if you have people over either.","Female, straight",18 to 24 years,Best flatmate would be someone under the age of 25 that looks after themselves.,No cat or dog,Non-smoker,29 October 2019 for 2 months to 2 months,Small bedroom (single bed size),Shared bathroom && Wardrobe or rack && Desk available,303.70,With a bed,"Bedroom has a decent sized cupboard space with a chest of drawers, floating shelves, huge desk and desk chair also included in bedroom with the bed being high enough for storage underneath. The lease can be extended through the griffith village if occupant is happy with the accommodation.",Discuss,no,includes,
951331,Sydney,4+ bedrooms,Apartment,Bondi Junction,No off-street parking,Any gender/sexuality,Without a cat or dog,Non-smokers && Outdoors okay,18,30,All included,"Clothes washer && Balcony, patio or deck && Courtyard, garden or yard","Description of the home I CANT MESSAGE BACK ON HERE SO PLEASE MESSAGE ME ON FACEBOOK: Kim Brackstone Beautiful room in a 4 bedroom apartment, based within a block of 4 flats.  All bills included  Outside common area where you can chill with other flatmates 4 minute walk to Bondi Junction Station  Minutes walk from shops, food outlets Money to be paid upfront and viewing is essential. No couples sorry!",,"You’ll be living in a flat with 3 other people, then the outside links in with 3 other flats. It’s a really sociable environment and everyone’s so welcoming and friendly.","Female, straight && Male, straight",18 to 24 years && 25 to 30 years,Respect the room and the flat.,No cat or dog,Non-smoker && Outdoor smoker,1 November 2019 for 2 weeks to 2 weeks,Large bedroom (queen bed size),Shared bathroom && Built-in wardrobe,360,With a bed,,No bond,yes,includes,
951332,Adelaide,2 bedrooms,Apartment,Plympton Park,Covered off-street,Any gender/sexuality,Without a cat or dog,Non-smokers,18,30,"Water included in rent.Electricity and internet are extra, split evenly.","Air-conditioning && Cable or satellite TV && Broadband Internet && Clothes washer && Courtyard, garden or yard","Description of the home Close to the tram for access to Glenelg and the city, and only a 30-40 minutes bike ride into the city. Easy walk to a Coles complex with multiple other shops.Shared kitchen, living room with TV and bathroom. Small, enclosed area out the back for bikes and flower pots, and plenty of off-street car-parking.",Animals and pets && Art and culture && Community work && Cooking and food && Creative interests && Health and fitness && Reading && Travel,"I am a second year uni student from a farm in country SA. I work as a tutor in a boarding house in the evenings and spend my days studying (and procrastinating). In my free time I enjoy baking and cooking (and I'm happy to share :) ), gardening and various sports. I enjoy the company of my friends; we often share dinner and a movie - your friends are welcome too!","Female, straight",18 to 24 years,"I'm looking for an easygoing, respectful and tidy person who doesn't mind pitching in the make sure the house stays doesn't burn down :) Someone who is happy to socialise and share a meal but also respects the space and privacy of others. I sometimes travel home on weekends and during holidays, and when my parents are in Adelaide they crash in the spare room, so someone who doesn't mind having the place to themselves for a while but is willing to accept the occasional intruder would be ideal.",No cat or dog,Non-smoker,27 October 2019 for 2 months to plus,Large bedroom (queen bed size),Shared bathroom && Built-in wardrobe && Air-conditioner && Desk available,150,Without a bed,,1 month,yes,excludes,
951350,NSW - Regional NSW,4+ bedrooms,House,Dubbo,Uncovered off-street,Females (str),Without a cat or dog,Non-smokers,41,-1,Electricity Water,"Ceiling fans && Air-conditioning && Dishwasher && Balcony, patio or deck && Courtyard, garden or yard && BBQ facilities && Neighbourhood views && Swimming pool && Spa or hot tub",Description of the home Close to WoolliesBeautiful scenery near golf course Can play golf Big Entertainment Area 2 bathrooms Large Inground  pool and spa,"Bars, pubs or clubs && Cooking and food && Fashion && Health and fitness && Movie goer && Music && Shopping && Socialising && Sports && Television && Travel","Hi I am a female aged 45 , my daughter 14 lives with me ! We are happy go lucky ppl who are very friendly, and very welcoming to others !","Female, straight",41+ years,"Non smoker Non party animal Someone that can take us how we are and are ppl persons Who like to socialise and not be in their room all the time !I have a daughter who is 14 , we are happy go lucky ppl who enjoy company with others! Take us how We are !! Love to make new friends!!��",No cat or dog,Non-smoker,27 October 2019 for 6 months to 6 months,Large bedroom (queen bed size),Shared bathroom && Built-in wardrobe && Air-conditioner && Ceiling fan && Good view or outlook,250,With or without a bed,Over looking Golf course Under cover parkingWashing machine,1 month,yes,includes,
951354,Sydney,2 bedrooms,House,St Peters,No off-street parking,Females (str),Without a cat or dog,Non-smokers && Outdoors okay,31,40,"Electricity,Gas and Wifi included in price.","Ceiling fans && Air-conditioning && Living area heating && Broadband Internet && Dishwasher && Clothes washer && Courtyard, garden or yard && BBQ facilities","Description of the home Room available in Large 4 bedroom house with your own bathroom and lounge area. Lovely garden, close to shops and public transport. Fire place for winter and ducted aircon for summer. Room has built in wardrobe with timber floors. Large kitchen area with plenty of storage space. Tall ceilings and an abundance of natural light.","Art and culture && Bars, pubs or clubs && Business && Computers or Internet && Cooking and food && Creative interests && Fashion && Movie goer && Socialising && Television","David 45 self employed carpenter, equal measure of social and home life . Father to 15 year old daughter who stays every other weekend.","Male, straight",41+ years,"I like a clean home and common areas to be tidy. Generally a relaxed environment. I get along with most people , also love to have my down time. Prefer a respectful person with a good sense of humour.",No cat or dog,Outdoor smoker,27 October 2019 for 3 months to plus,Large bedroom (queen bed size),Own bathroom && Built-in wardrobe && Air-conditioner && Double glazed windows && Use of separate room,310,Without a bed,,2 weeks,yes,includes,
951355,Brisbane,3 bedrooms,House,Newmarket,Covered off-street,Any gender/sexuality,Without a cat or dog,Non-smokers && Outdoors okay,18,40,"Bills included for wifi, electricty, water and parking.","Air-conditioning && Broadband Internet && Dishwasher && Clothes washer && Clothes dryer && Storage room && Balcony, patio or deck","Description of the home Hi guys,We have a room in Newmarket available for short-term lease until end of January 2020.Room & Amenities:The room is fully furnished with a spacious built-in wardrobe, plenty of storage space and air conditioning in the common area. You share the bathroom with one person and the apartment comes with a parking lot for your ride. The apartment comes with an fully equipped kitchen incl. dish-washer, washing-machine and tumbler. Spacious living room and an outdoor area perfect for having friends over. Location:The apartment is just a 2 minutes walk to the Newmarket village, including Coles, cinema, restaurant and bars. The Kelvin Grove uni campus is down the road. The bus-stop has frequent departures to the city and a convenient connection to uni campus (325, 345, 359, 390 & night buses). Making it perfect for professionals and uni-students.About us:You will share the 3-bedroom apartment with 2 flatmates. Feel free to swing by for a showing Single-Room: $170 per week all bills incl. (internet, electricity and gas)*Bond: 2 weeks rent",Cooking and food && Movie goer && Music,"Hi, I am Christine :) I am a UQ alumni and a qualified Nuclear medicine technologist. I currently work part time in Kelvin Grove. I am easy going and I am respectul of an individual's private space.Hi, I am Joe. I study accounting at QUT and will be graduating by the end of this year. I like to exercise and watch movies. I am tidy, organised and I also am a very people person.","Female, straight && Male, straight",25 to 30 years && 31 to 35 years,I am looking for someone who is willing to stay at least until the end of the lease.,No cat or dog,Non-smoker,27 October 2019 for 3 months to 3 months,Medium bedroom (double bed size),Shared bathroom && Built-in wardrobe,170,With a bed,,2 weeks,yes,includes,
951366,Melbourne,2 bedrooms,Apartment,Toorak,No off-street parking,Females (str),Without a cat or dog,Non-smokers,25,40,"Electricity, Gas and Internet ($30 each per month). Would consider a cleaner if interested.","Living area heating && Broadband Internet && Dishwasher && Clothes washer && Clothes dryer && Balcony, patio or deck && City views && Neighbourhood views","Description of the home Spacious two bedroom apartment on the second floor in the heart of Toorak. Fully furnished apartment (might need a fridge) with city views from the kitchen and lots of natural light. Close to Toorak Village which has a Woolworths, gym and speciality shops. Number 58 Tram and 605 Bus only a short walk. 10 minute walk from Chapel Street.",Art and culture && Health and fitness && Movie goer && Personal development && Reading && Socialising && Sports && Television && Travel,"Hi, my name is Sally and I’m a 31 year old professional female. I work in the city for an international airline in the Commercial team. During the week I keep things pretty low key but on the weekend enjoy socialising with friends, checking out new bars and cafes (and the old favourites). I enjoy watching a good series on Netflix/Stan or even having a laugh while binging on the Batchelor. I’m originally from Adelaide but have called Melbourne home for the past 5 years. I’m a clean and respectful housemate looking for someone similar.","Female, straight",31 to 35 years,I’m looking for a friendly and considerate professional who is proud of where they live. I like to have a drama free household where everyone contributes. It also nice to have a friendship and enjoy a wine every now and then.,No cat or dog,Non-smoker,9 December 2019 for 6 months to plus,Large bedroom (queen bed size),Shared bathroom && Built-in wardrobe && Good view or outlook,255.375,Without a bed,"Good size room large enough for queen bed, side tables and dresser. Bond is $1,250 to be paid to outgoing tenant. Lease transfer fee also payable to agent. Parking permit available. An earlier move in date is open for negotiation.",Discuss,yes,excludes,
951372,Sydney,2 bedrooms,Apartment,Dee Why,Uncovered off-street,Any gender/sexuality,Without a cat or dog,Non-smokers,18,40,Internet,"Dishwasher && Clothes washer && Clothes dryer && Balcony, patio or deck && Neighbourhood views","Description of the home Stunning north facing apartment full of natural light 5 min walk to beach, restaurants and bus stops. Wrap around balcony, internal laundry with washing machine and dryer in a security block. Share with female.Looking for a student or working professional.All Bills included except internet.",Business && Cooking and food && Creative interests && Health and fitness && Music && Personal development && Reading && Shopping && Television && Travel && Writing,"Hi I’m a 38 female , easy going and love life! I work from home on certain days as I have my own business. Im at the gym most morning or evenings. Love to cook and chill with some Netflix and am pretty social with friends on the weekends. ��","Female, straight",36 to 40 years,TrustworthyClean and tidyRespectful,No cat or dog,Non-smoker,4 November 2019 for 1 week to plus,Large bedroom (queen bed size),Shared bathroom && Wardrobe or rack && Desk available && Good view or outlook,350,With or without a bed,,1 month,yes,includes,
951373,Qld - Central and Western,2 bedrooms,House,Beaudesert,Uncovered off-street,Any gender/sexuality,Without a cat or dog,Non-smokers && Outdoors okay,18,40,Internet and water are included in rentSplit electricity :),"Ceiling fans && Air-conditioning && Living area heating && Cable or satellite TV && Broadband Internet && Dishwasher && Clothes washer && Clothes dryer && Balcony, patio or deck && Courtyard, garden or yard && BBQ facilities",Description of the home Howdy! I have a medium sized soon for rent.Its a beautiful little two bedroom unit here in Beaudesert.We have unlimited internet and Foxtel.Welcome to use my Netflix and box office also.Its a very clean little unit and also in a very quiet little neighbourhood with fantastic neighbours,Cars or motorbikes && Cooking and food && Movie goer && Music && Socialising && Television && Travel,Hey hey! I’m Brock22 and a full time workerI have a two year old little man who we have every second weekend though we aren’t home most of the time.I’m pretty quiet and a bit of a clean freak so applicant must be tidy and clean also.,"Male, straight",18 to 24 years,"Anyone is fine. As long as you either study or work, and are clean and kind, we will be awesome house mates I’m sure",Have a dog,Outdoor smoker,27 October 2019 for 3 months to 6 months,Medium bedroom (double bed size),Shared bathroom && Built-in wardrobe && Ceiling fan,180,Without a bed,,2 weeks,no,excludes,I have a red 8 month Australian Cobberdog
951377,Sydney,2 bedrooms,Apartment,Manly,No off-street parking,Females (str) && Males (str),Without a cat or dog,Non-smokers,18,30,"Rent is $400 p/week (bills included), with just 1 week to be paid upfront!",Living area heating && Broadband Internet && Dishwasher && Clothes washer && Neighbourhood views,"Description of the home *Short term let - The Crescent, Manly*Currently looking for a housemate for 3 weeks, 2-23 Nov (flexible), while Im away visiting family.Live in our newly renovated flat, with a sea view and a stroll to Manly wharf. Chilled vibe, its all about good food, good wine and good company! Live with the best housemate Malin, shes an unreal vegan cook and one of the nicest people to grace this planet.",,"Supreme vegan cook, fitness fan and all-round lovely human!","Female, straight",18 to 24 years,"Clean, respectful, quiet and easy-going!",No cat or dog,Non-smoker,2 November 2019 for 3 weeks to 3 weeks,Large bedroom (queen bed size),Shared bathroom && Wardrobe or rack,400,With a bed,,Discuss,yes,includes,
951379,Sydney,4+ bedrooms,House,Erskineville,Uncovered off-street,Males (str) && Males (gay/bi),Without a cat or dog,Non-smokers,25,35,"Bills aren't included but it's a pretty new/efficient house so they're not big, especially split five ways. Include internet and cleaner which we get once a month it might add up to $100 a month, but probably not even that.","Air-conditioning && Living area heating && Broadband Internet && Dishwasher && Clothes washer && Clothes dryer && Study or office && Balcony, patio or deck && Courtyard, garden or yard && BBQ facilities","Description of the home Hi all, one of our housemates has decided to fly the coop and move in with his girlfriend so were looking for an awesome someone to join us in our house in Erskineville! Move in date we're looking at is 9th November.About the place. Its a fairly new terrace house only finished four years ago so its got all the nice trimmings and is literally across the road from a caf. Huge glass doors mean heaps of natural light, big open living areas and three bathrooms. 5mins walk to Erskineville station and Erskineville Rd, 15mins walk to King St in Newtown, and parking all around the house. Energy efficient too, so although bills are in addition to rent, they're not big. Room itself is unfurnished, but most of the rest is taken care of.","Bars, pubs or clubs && Computers or Internet && Cooking and food && Health and fitness && Reading && Socialising && Sports","About us! It’s a fairly social house, all mid-late twenty-somethings, and are looking for someone we can hang out with, currently occasionally cooking and chatting together enjoying a red wine, but also respecting each other's space. All working professionals it’s pretty chilled during the week and a bit livelier on the weekend if we’re around.Emily is super-cheerful and we're yet to see her with a frown. Newest one to Sydney, originally from Melbourne and yet puts the rest of our social lives to shame. IT engagement specialist who is rare not to see enthusiastic and animated. About everything.Lee is the newest one to the house, could not be called a hippy and yet totes basket weaving as a skill. She works in app UX and yet for some awesome reason has brought home things like a head sized avocado or bags of chilies from work. The master bedroom is occupied by a couple, but are cool, promise. Sarah works in banking in Barangaroo, aspires to be the next Gail Kelly and has the work ethic to match. When not working, loves the footy (go Swans) and could easily finish a book a day. Lachie works as a Logistics Manager with Aldi (useful for tip-offs about specials), is the other Victorian representative, spends most weekend mornings at the beach, and is the main culprit in instigating the red wine or gin nights.If that sounds like your cup of tea, tell us a bit about yourself!","Female, straight && Male, straight",25 to 30 years,For the sake of a house gender balance we have a preference for male applications.,No cat or dog,Non-smoker,9 November 2019 for 6 months to plus,Large bedroom (queen bed size),Shared bathroom && Air-conditioner && TV aerial outlet && Own outdoor area,280,Without a bed,"The room up for grabs is the loft at the top of the house and is by far the biggest bedroom, as it is a loft though be aware that there is NO DOOR, rather a private set of stairs headed up. It has a private balcony and room wide sliding doors, making a pretty massive personal living space. It also has the biggest balcony in the house attached.",1 month,no,excludes,
951381,Melbourne,3 bedrooms,House,St Kilda,No off-street parking,Females (str) && Males (str),Without a cat or dog,Non-smokers,31,35,Rent is $1188 per monthBond is $1782Bills on top of - shared between 3,"Air-conditioning && Living area heating && Broadband Internet && Dishwasher && Clothes washer && Balcony, patio or deck && Courtyard, garden or yard && BBQ facilities","Description of the home Beautiful renovated 3 bedroom house - ducted heating/cooling with large middle room available.Amazing location - Carlisle St has everything.. The local taphouse is right around the corner, Uncle & Las Tapas all within a short walk. The Botanical Gardens & St Kilda Beach are also within walking distance - Trams & Train Station.. all very easy and accessible. Incredible spot with off-street parking avail.Ideally you'll be happy to transfer on to the lease and pay bond via the agency - Jellis Craig.We're on a 12 month lease that ends 15 March 2020.For the right person we could try and avoid this but let's discuss :)https://www.realestate.com.au/sold/property-house-vic-st+kilda-126761682(link to view agency photos of the property - very much in this condition now)","Art and culture && Bars, pubs or clubs && Community work && Cooking and food && Creative interests && Health and fitness && Personal development && Reading && Socialising && Spirituality && Travel","Ellie - 31 year old, I'm a HR Manager at a Tech Company and travel a bit for work. From Cairns, QLD originally - I love getting away on weekends.. all about an adventure..Renee - 34 year old school teacher at Caulfield Grammar. Loves keeping fit and active - just all round amazing person!We tend to do our own thing but will get together over a glass of wine or pub meal - we have an inbuilt BBQ which is amazing when summer starts to roll around again. Can't wait to get back out in the courtyard!","Female, straight",31 to 35 years,Considerate & friendly,No cat or dog,Non-smoker,9 November 2019 for 5 months to plus,Medium bedroom (double bed size),Shared bathroom && TV aerial outlet,297,Without a bed,,Discuss,yes,excludes,
951382,Melbourne,3 bedrooms,House,Brunswick East,Covered off-street,Males (str),Without a cat or dog,Non-smokers,18,24,"Bills divided equally among 3. Electricity, Gas, Water, Internet.","Air-conditioning && Cable or satellite TV && Broadband Internet && Dishwasher && Clothes washer && Clothes dryer && Balcony, patio or deck && BBQ facilities && City views && Neighbourhood views","Description of the home 2 Storey Apartment/House with Air Conditioning, Washing facilities, NBN Internet, Cooking Facilities, Living Space furnished, BBQ, Washing and Drying Facilities.Really good location, near Public Transport and Shops, perfect for a student or city worker",Health and fitness && Sports && Television,"John - Student, 19, Working Part-Time as a Swim Instructor Will - Student, 20, Working Part-Time as a Sales Representative","Male, straight",18 to 24 years,CleanGood chatRespectful,No cat or dog,Non-smoker,27 October 2019 for 2 months to plus,Large bedroom (queen bed size),Shared bathroom && Built-in wardrobe,250,Without a bed,,1 month,yes,excludes,
951384,Sydney,3 bedrooms,House,Lewisham,No off-street parking,Males (str) && Males (gay/bi),Without a cat or dog,Non-smokers,25,30,"We pay our rent fortnightly, and our bills monthly and they are split evenly 3 ways: fortnightly cleaner, gas, electricity, internet, and Netflix vary, but are about $40/person/week total. Rent is $276.67 per week. Bond is $1106.68.","Air-conditioning && Living area heating && Broadband Internet && Dishwasher && Clothes washer && Clothes dryer && Storage room && Balcony, patio or deck && Courtyard, garden or yard && BBQ facilities","Description of the home Our housemate is heading off for greener pastures, so we're looking for a new person to share our lovely home!The house is a large, recently renovated terrace, with an open plan kitchen/dining/living area that leads out onto a new deck and a great big leafy backyard. The setup makes it great for entertaining and it's an enjoyable space to chill out and indulge in a wine (or two... or three...)There are three bedrooms: two upstairs, and one downstairs (the room on offer is upstairs). The room itself has huge built in wardrobes and an air conditioner! It easily fits a queen sized bed and any other furniture you have.We're in a great location in a quiet street, and really close to a tonne of cafes in Petersham and Summer Hill, and only a short 15 minute train ride to the city. Speaking of, we're spoilt for choice when it comes to public transport: both Lewisham Train Station and the Lewisham West Light Rail Station are only 5 minutes' walk away and there are also buses on Old Canterbury Rd and New Canterbury Rd. On-street parking is available, and best of all, you don't need a permit!","Art and culture && Bars, pubs or clubs && Cooking and food && Creative interests && Current affairs && Health and fitness && Movie goer && Music && Reading","Andrew (28) works full time as a creative strategist for a video production firm, and is yet another goddamn Inner West theatre director. Special skills include ordering a glorious surplus of wine, and accidentally cooking for an army. Topics to raise with him include: Bowie, boogie, and puppets. Topics to avoid include: Johnny Cash and musicals.Tim (37) is a videographer for Sydney Uni, and a photographer in his spare time. This means that he spends a lot of time out and about with his camera, or inside chained to Photoshop. He’s a friendly chap who is a considerate housemate and won’t cause no trouble. And yes, he is that guy who was on ABC TV’s Hard Quiz; if you move in, he'll let you touch the trophy.If all of this sounds right up your alley, shoot us a message!","Male, straight && Male, gay/bi",25 to 30 years && 36 to 40 years,"We're pretty open in terms of who we're looking for, although it would be great if you're a peaceful, non-smoking person, working full-time, and come with a sense of humour. Tim and I have been here for a few years, and we're looking for people who can stay long term as well. :)",No cat or dog,Non-smoker,9 November 2019 for 6 months to plus,Large bedroom (queen bed size),Shared bathroom && Wardrobe or rack && Built-in wardrobe && Air-conditioner,276,Without a bed,,1 month,yes,excludes,
951385,Sydney,2 bedrooms,Apartment,Cronulla,No off-street parking,Females (str) && Males (str) && Females (gay/bi),Without a cat or dog,Non-smokers && Outdoors okay,18,35,"Electricity, gas, Internet and Foxtel. Divided 50/50.","Ceiling fans && Living area heating && Cable or satellite TV && Broadband Internet && Dishwasher && Clothes washer && Clothes dryer && Balcony, patio or deck && BBQ facilities","Description of the home A modern 2 bedroom apartment with a large living and dining area, polished floors inside, new carpet in the bedroom, Foxtel and Internet, private balcony with BBQ, fully equipped kitchen with dishwasher, laundry with washer/drier and a private bathroom.Located within 5 minutes walking distance of the beach, mall and shops and within 10 minutes to public transport.","Bars, pubs or clubs && Health and fitness && Music && Reading && Socialising && Sports && Television",Easy going and relaxed. Like to cook most meals during the week and spend my spare time playing or watching sport.,"Male, straight",25 to 30 years,"Easy going, neat and tidy, friendly",No cat or dog,Non-smoker,2 November 2019 for 6 months to plus,Large bedroom (queen bed size),Own bathroom && Built-in wardrobe && Ceiling fan,270,Without a bed,,Discuss,yes,excludes,
951389,Sydney,2 bedrooms,Apartment,Manly,Uncovered off-street,Any gender/sexuality,Without a cat or dog,Non-smokers,18,35,Bills included in rent.,"Living area heating && Broadband Internet && Dishwasher && Clothes washer && Storage room && Courtyard, garden or yard && Neighbourhood views && Water views","Description of the home Spacious two bedroom apartment with large living room, sun room, kitchen and bathroom. Comfortable furniture, Apple TV, wifi and lots of plants!A 4 minute walk to Manly Wharf, this apartment is in a great location! Manly Cove beach is right on the doorstep and Manly main beach is 10 minutes away.With great shops, markets, cafes and restaurants, Manly is a beautiful beach suburb.",,"You would be sharing the apartment with our lovely flat mate Esther. She’s 27 and works in the city. She’s pretty busy most of the time with sport or socialising, but when she’s home she’s great to chill out with and watch a good Netflix series!","Female, straight",25 to 30 years,"We’re looking for a single person or couple to take over our room for two weeks, who’s friendly, respectful, clean / tidy.",No cat or dog,Non-smoker,11 November 2019 for 1 week to 2 weeks,Large bedroom (queen bed size),Shared bathroom && Wardrobe or rack,500,With a bed,,Discuss,no,includes,
951394,"NSW - Hunter, Central and North Coasts",2 bedrooms,House,Cumbalum,Covered off-street,Any gender/sexuality,Without a cat or dog,Non-smokers,25,-1,"$325 per week rent includes lawn mowing, pool maint, some bills.Internet WIFI included in rent, elec & water bills not included in rent",Ceiling fans && Living area heating && Broadband Internet && Dishwasher && Clothes washer,"Description of the home Large home with beautiful swimming pool, panoramic rural views, wood fireplace and wide screened verandas. Located in the quiet neighbourhood of Summerhill Crescent Cumbalum, just off the freeway so very easy to get to lennox, bangalow, byron, lismore and only 5 min drive to Ballina, also a bike track leading directly into ballina. This home offers peace and tranquility, yet shops, town centre and beaches are a few minutes drive away. This home is cool in summer and warm in winter. Its living spaces include lounge, family and dining, so there is an awesome opportunity for 2 living areas for people to have their own space for entertainment, there are four bedrooms & 2 bathrooms. The large laundry boasts ample storage.I have a COMMERCIAL GRADE INFRARED SAUNA for those that love these and awesome for health and de stressing along with meditation and watching the view whilst in the sauna.The screened veranda, grassed yard and expansive pool area, with an 11x4 metre salt chlorinated pool, are perfect for entertaining and relaxing.I'm offering an option of the pick of 3 rooms (2 with built ins) 1 which is very large but you can utilise the built in from other rooms, YOUR OWN MAIN BATHROOM, the layout of the home is designed so that we are at separate ends for ample privacy. The VIEW and POOL is the HERO of this property.I will be setting up an office so there will still be an extra room should we wish to accommodate as guest room or additional tenant from time to time.Looking to team up with the right flatmate who is like mind, respectful, working and has references.6-12 month lease",Art and culture && Business && Cooking and food && Creative interests && Health and fitness && Movie goer && Music && Natural therapies && Personal development && Socialising && Spirituality && Television && Travel,"Hi there, i am self employed own a gym franchise in the northern rivers & a property business,  clean, respectful, house proud and know when to be social and also love my own space. Health conscious along with loving music, fun & being cheeky, love to dine and have a glass of vino, enjoy the environment and ambience i am immersed in.","Female, straight",41+ years,"Professional, respectful, easy going, tidy & clean,  great sense of humour, accommodating & flexible, willing to row in, loves their own space and also loves to be social allowing for balance.",No cat or dog,Non-smoker,13 November 2019 for 6 months to plus,Large bedroom (queen bed size),Own bathroom && Built-in wardrobe && Ceiling fan && Use of separate room && Own outdoor area && Good view or outlook,325,Without a bed,,1 month,yes,excludes,
951395,Melbourne,2 bedrooms,Apartment,South Yarra,Uncovered off-street,Females (str),Without a cat or dog,Non-smokers && Outdoors okay,18,35,"Electricity, Gas, Internet & Fetch TV - split evenly. Rent - $250 per week + utilities Bond: $1,095Lease Transfer – TBC upon application",Ceiling fans && Air-conditioning && Living area heating && Cable or satellite TV && Broadband Internet && Dishwasher && Clothes washer && Clothes dryer && Storage room && City views && Water views && Elevator / Lift,"Description of the home Bedroom for lease transfer2 Bedroom, 1 Bathroom apartment in South Yarra, with 1 Bedroom for lease transfer.Great location, city skyline views, views of the Yarra River. The apartment is larger then normal size for South Yarra. The bedroom for rent features lots of natural light as does the entire apartment.  Room is available from 30th October & willing to renew the lease on the 8th January 2020 (lease is one year). Will be holding inspections on Thursday 24TH October in the PM (post work),  Friday 25th October in the AM, Saturday 26th October in the AM & Sunday 27th October in the AM so send me a message if you are interested ","Art and culture && Bars, pubs or clubs && Cooking and food && Creative interests && Current affairs","You will be living with Dara , 28 who works in Hospital administration. She loves a quick chat at the end of the day but also enjoys her personal space to wind down at night. Dara loves sports, so if you have any sporting IQ or love AFL, NRL, Cricket - she is the perfect housemate for you.","Female, straight",25 to 30 years,"Someone who is social, occasionally wants to grab a beer but also enjoys their own downtime",No cat or dog,Non-smoker,30 October 2019 for 2 months to plus,Large bedroom (queen bed size),Shared bathroom && Wardrobe or rack && Built-in wardrobe && Ceiling fan,250,Without a bed,,1 month,yes,excludes,
951397,Sydney,2 bedrooms,Apartment,Potts Point,No off-street parking,Any gender/sexuality,Without a cat or dog,Non-smokers,25,40,Gas and electricity bills,"Broadband Internet && Dishwasher && Clothes washer && Clothes dryer && Balcony, patio or deck && City views && Neighbourhood views","Description of the home Clean and charming 2 bedroom apartment in the heart of Potts Point. The apartment is in a beautiful art deco building, with full bathroom, tidy kitchen with dishwasher and cute covered balcony. 5-10 min walk to Kings Cross station, 20 min walk to city CBD. There is coin operated laundry facilities on the roof top- which is a shared space with incredible district views.","Art and culture && Bars, pubs or clubs && Creative interests && Current affairs && Fashion && Health and fitness && Music && Reading && Travel","Hi there!I'm Georgina. I'm 29 and working as digital designer. I work full time, am out a few nights a week and love sunny sundays on our rooftop. I'm looking for a nice, respectful housemate who hopefully loves red wine as I do and likes a calm place to come home to.","Female, straight",25 to 30 years,"I'm looking for friendly, tidy, respectful housemates, who are positive and doesn't take things too seriously. Your friends are welcome, but this is not a party space.",No cat or dog,Non-smoker,14 November 2019 for 3 months to plus,Large bedroom (queen bed size),Shared bathroom && Desk available && Good view or outlook,500,Without a bed,"Large, bright room with beautiful double window overlooking the tree tops.",Discuss,yes,excludes,
951398,Sydney,3 bedrooms,Apartment,Vaucluse,No off-street parking,Females (str),Without a cat or dog,Non-smokers,18,30,Bills are covered in rental amount,"Cable or satellite TV && Broadband Internet && Dishwasher && Clothes washer && Clothes dryer && Balcony, patio or deck && BBQ facilities && Water views && Electronic security && Swimming pool","Description of the home This is a fairly large apartment in Vaucluse with 3 bedrooms, spacious lounge and dining room as well as ocean views. There is a pool in the complex, security, set off the road and therefore quiet.Walking distance to shops and amenities as well as public transport on Old South Head Road.",,"There are 2 other occupants in the flat.A young single lady of 22, who studies and works full time as well as a gentlemen in his 40's who works full time in government projects.  Both are health conscious, tidy and keep a peaceful, respectable home.Not a party flat.","Female, straight && Male, straight",18 to 24 years && 36 to 40 years,We are looking for someone honest and trustworthy to share the space with,No cat or dog,Non-smoker,27 October 2019 for 3 months to 6 months,Medium bedroom (double bed size),Shared bathroom && Built-in wardrobe && Desk available,300,Without a bed,"Great room, with tons of storage and shelves, in peaceful street close to amenities and public transport",2 weeks,yes,includes,
