Brand,Model,Weight,Released on the market,For women,For kids,Frame material,Frame type,Collapsible frame,Color,Fork type,Shock absorber type,Shock absorber pressure,Fork name,Wheel drive,Drive type,Transmission type,Number of speeds,System name,Cassette name,Front derailleur gears name,Rear derailleur gears name,Shifters type,Shifters name,Front brakes,Front brakes name,Rear brakes,Number of wheels,Wheels diameter,Double rim,Rim material,Rims name,Tyres pattern,Tyres name,Handlebar type,Handlebar name,Seat type,Seat suspension,Seat name,Pedals type,Pedals name,Front panel,Rear panel panel,Trunk,Rearview mirror,Horn,Basket
Kross,TRANS PACIFIC W (2013),-,2013,Yes,No,Aluminum Alloy,Open,-,Gray (Platinum),Suspension,Spring-elastomer,63 mm,SR Suntour NEX,Rear,Chain,With an external switch,21,SR Suntour CW13 XCC T208 PB,*Shimano HG20,Shimano Tourney FD-TX51,Shimano Alivio FD-M410,Trigger,Shimano Tourney ST-EF65,Rim mechanical,KROSS V-brake,Rim mechanical,2,"28 """,Yes,Aluminium,KROSS,Semi slicks,Impac Tourpac,With the rise of,With the rise of,Sports,No,Selle Royal Freedom Royalgel,Platform,-,No,No,No,No,No,No
Kross,Trans Pacific W (2014),-,2014,Aluminum Alloy,-,Aluminum Alloy,Open,-,"Gray, Light blue",Suspension,-,63 mm,-,Rear,Chain,With an external switch,21,-,-,-,-,Combined,-,KROSS V-brake,-,KROSS V-brake,-,"28 """,Aluminium,Aluminium,-,Semi slicks,Semi slicks,With the rise of,With the rise of,Travel,???????????? ?????,Travel,Platform,-,Partial,Partial,-,-,-,-
Kross,Trans Pacific W (2014),-,2014,Yes,-,Aluminum Alloy,Open,-,"Gray, Light blue (Matt)",Suspension,-,63 mm,-,Rear,Chain,With an external switch,21,-,-,-,-,Combined,-,KROSS V-brake,-,KROSS V-brake,-,"28 """,Yes,Aluminium,-,Semi slicks,-,With the rise of,With the rise of,Travel,Yes ???????????? ?????,-,Platform,-,Yes,Yes,Yes,No,-,No
Kross,Trans Pacific W (2015),17.4 kg,2015,-,-,Aluminum Alloy,Open,-,"Gray, Purple",Suspension,-,63 mm,-,Rear,Chain,With an external switch,21,-,-,-,-,Combined,-,KROSS V-brake,-,KROSS V-brake,-,"28 """,Aluminium,Aluminium,-,Semi slicks,Semi slicks,With the rise of,With the rise of,Comfortable,???????????? ?????,Comfortable,Platform,-,Partial,Partial,-,-,-,-
Kross,TRANS PACIFIC,-,2012,Aluminum Alloy,-,Aluminum Alloy,Closed,-,Black,Suspension,Spring-elastomer,63 mm,-,Rear,Chain,With an external switch,21,-,Alfred Thun,-,-,-,-,V-brake,-,V-brake,-,"28 """,Aluminium,Aluminium,-,-,KROSS,With the rise of,With the rise of,-,Platform,Platform,Platform,-,-,-,-,-,-,-
Kross,TRANS PACIFIC,-,2012,No,No,Aluminum Alloy,Closed,-,"Black (Black,Matte Black,Matte Graphite,White)",Suspension,Spring-elastomer,63 mm,SR Suntour NEX4110 V4,Rear,Chain,With an external switch,21,SR Suntour CW10-XCC-T208-PBIBG (48/38/28T),Shimano CS-HG20 (12-28T),Shimano Tourney FD-TX51,Shimano Alivio RD-M410,-,Shimano Acera ST-EF65,Rim mechanical,V-brake,Rim mechanical,2,"28 """,Yes,Aluminium,KROSS,-,Impac Tourpac,With the rise of,With the rise of,-,No,Selle Royal,Platform,-,Yes,Yes,Yes,No,No,No
Kross,TRANS SANDER (2013),-,2013,Aluminum Alloy,-,Aluminum Alloy,Closed,-,Black,Suspension,-,63 mm,-,Rear,Chain,with planetary gear,7,-,-,-,-,Grip-Shift,-,Tektro,-,Tektro,-,"28 """,Aluminium,Aluminium,-,Semi slicks,Semi slicks,With the rise of,With the rise of,Travel,???????????? ?????,Travel,Platform,-,-,-,-,-,-,-
Kross,TRANS SANDER (2013),-,2013,No,-,Aluminum Alloy,Closed,-,Black,Suspension,-,63 mm,-,Rear,Chain,with planetary gear,7,-,-,-,-,Grip-Shift,-,Tektro,-,Tektro,2,"28 """,Yes,Aluminium,-,Semi slicks,-,With the rise of,With the rise of,Travel,Yes ???????????? ?????,-,Platform,-,Yes,Yes,Yes,No,-,No
Kross,Trans Sander (2014),17.37 kg,2014,-,-,Aluminum Alloy,Closed,-,Black,Suspension,-,63 mm,-,Rear,Chain,with planetary gear,7,-,-,-,-,Grip-Shift,-,Tektro,-,Tektro,-,"28 """,Aluminium,Aluminium,-,Slicks,Slicks,With the rise of,With the rise of,Travel,???????????? ?????,Travel,Platform,-,Partial,Partial,-,-,-,-
Kross,Trans Sander (2015),18 kg,2015,-,-,Aluminum Alloy,Open,-,Blue,Suspension,-,63 mm,-,Rear,Chain,with planetary gear,7,-,-,-,-,Grip-Shift,-,Tektro,-,Tektro,-,"28 """,Aluminium,Aluminium,-,Semi slicks,Semi slicks,With the rise of,With the rise of,Comfortable,???????????? ?????,Comfortable,Platform,-,Partial,Partial,-,-,-,-
Kross,Trans Sander W (2014),17.37 kg,2014,-,-,Aluminum Alloy,Open,-,Beige,Suspension,-,63 mm,-,Rear,Chain,with planetary gear,7,-,-,-,-,Grip-Shift,-,Tektro,-,Tektro,-,"28 """,Aluminium,Aluminium,-,Slicks,Slicks,With the rise of,With the rise of,Travel,???????????? ?????,Travel,Platform,-,Partial,Partial,-,-,-,-
Kross,Trans Siberian (2014),16.4 kg,2014,-,-,Aluminum Alloy,Closed,-,"Brown, Black",Suspension,-,63 mm,-,Rear,Chain,With an external switch,21,-,-,-,-,Combined,-,KROSS V-brake,-,KROSS V-brake,-,"28 """,Aluminium,Aluminium,-,Slicks,Slicks,With the rise of,With the rise of,Travel,???????????? ?????,Travel,Platform,-,Partial,Partial,-,-,-,-
Kross,Trans Siberian M (2014),16.4 kg,2014,-,-,Aluminum Alloy,Closed,-,"Gray, Silver",Suspension,-,63 mm,-,Rear,Chain,With an external switch,21,-,-,-,-,Combined,-,KROSS V-brake,-,KROSS V-brake,-,"28 """,Aluminium,Aluminium,-,Semi slicks,Semi slicks,With the rise of,With the rise of,Travel,???????????? ?????,Travel,Platform,-,Partial,Partial,-,-,-,-
Kross,Trans Siberian M (2015),16.9 kg,2015,-,-,Aluminum Alloy,Closed,-,"Brown, Green",Suspension,-,50 mm,-,Rear,Chain,With an external switch,21,-,-,-,-,Combined,-,KROSS V-brake,-,KROSS V-brake,-,"28 """,Aluminium,Aluminium,-,Semi slicks,Semi slicks,With the rise of,With the rise of,Comfortable,???????????? ?????,Comfortable,Platform,-,Partial,Partial,-,-,-,-
Kross,Trans Siberian M,-,-,Aluminum Alloy,-,Aluminum Alloy,Closed,-,Silver,Suspension,Spring-elastomer,63 mm,-,Rear,Chain,With an external switch,21,-,-,-,-,Combined,-,KROSS V-brake,-,KROSS V-brake,-,"28 """,Aluminium,Aluminium,-,Semi slicks,Semi slicks,With the rise of,With the rise of,Travel,Platform,Travel,Platform,-,-,-,-,-,-,-
Kross,Trans Siberian M,-,-,No,No,Aluminum Alloy,Closed,-,Silver (??????? Silver),Suspension,Spring-elastomer,63 mm,SR Suntour M3010-AL,Rear,Chain,With an external switch,21,SR Suntour CW10 XR178 PB,Shimano Tourney TZ21,Shimano Tourney FD-TZ31,Shimano Acera RD-M360,Trigger,Shimano Tourney ST-EF51-A,Rim mechanical,KROSS V-brake,Rim mechanical,2,"28 """,Yes,Aluminium,KROSS,Semi slicks,Impac Tourpac,With the rise of,With the rise of,Travel,No,Selle Royal Freeway,Platform,-,Yes,Yes,Yes,No,No,No
Kross,Trans Siberian W (2014),16.4 kg,2014,-,-,Aluminum Alloy,Open,-,"Silver, Brown",Suspension,-,63 mm,-,Rear,Chain,With an external switch,21,-,-,-,-,Combined,-,KROSS V-brake,-,KROSS V-brake,-,"28 """,Aluminium,Aluminium,-,Slicks,Slicks,With the rise of,With the rise of,Travel,???????????? ?????,Travel,Platform,-,Partial,Partial,-,-,-,-
Kross,Trans Siberian W (2015),16.9 kg,2015,-,-,Aluminum Alloy,Open,-,"White, Brown",Suspension,-,50 mm,-,Rear,Chain,With an external switch,21,-,-,-,-,Combined,-,KROSS V-brake,-,KROSS V-brake,-,"28 """,Aluminium,Aluminium,-,Semi slicks,Semi slicks,With the rise of,With the rise of,Comfortable,???????????? ?????,Comfortable,Platform,-,Partial,Partial,-,-,-,-
Kross,Trans Siberian W,-,-,Aluminum Alloy,-,Aluminum Alloy,Open,-,Silver,Suspension,Spring-elastomer,63 mm,-,Rear,Chain,With an external switch,21,-,-,-,-,Combined,-,KROSS V-brake,-,KROSS V-brake,-,"28 """,Aluminium,Aluminium,-,Semi slicks,Semi slicks,With the rise of,With the rise of,Travel,Platform,Travel,Platform,-,-,-,-,-,-,-
Kross,Trans Siberian W,-,-,Yes,No,Aluminum Alloy,Open,-,Silver (??????? Silver),Suspension,Spring-elastomer,63 mm,SR Suntour M3010-AL,Rear,Chain,With an external switch,21,SR Suntour CW10 XR178 PB,Shimano Tourney TZ21,Shimano Tourney FD-TZ31,Shimano Acera RD-M360,Trigger,Shimano Tourney ST-EF51-A,Rim mechanical,KROSS V-brake,Rim mechanical,2,"28 """,Yes,Aluminium,KROSS,Semi slicks,Impac Tourpac,With the rise of,With the rise of,Travel,No,Selle Royal Freeway,Platform,-,Yes,Yes,Yes,No,No,No
Kross,Trans Solar (2014),15.74 kg,2014,-,-,Aluminum Alloy,Closed,-,Brown,Suspension,-,63 mm,-,Rear,Chain,With an external switch,30,-,-,-,-,Trigger,-,Shimano Deore,-,Shimano Deore,-,"28 """,Aluminium,Aluminium,-,Slicks,Slicks,With the rise of,With the rise of,Sports,VP,Sports,Platform,-,Partial,Partial,-,-,-,-
Kross,Trans Solar (2014),15.74 kg,2014,No,-,Aluminum Alloy,Closed,-,Brown (Matt),Suspension,-,63 mm,-,Rear,Chain,With an external switch,30,-,-,-,-,Trigger,-,Shimano Deore (T615),-,Shimano Deore (T615),-,"28 """,Yes,Aluminium,-,Slicks,-,With the rise of,With the rise of,Sports,No,-,Platform,-,Yes,Yes,Yes,No,-,No
Kross,Trans Solar (2015),16.2 kg,2015,-,-,Aluminum Alloy,Closed,-,Gray,Suspension,-,63 mm,-,Rear,Chain,With an external switch,30,-,-,-,-,Trigger,-,Shimano Deore,-,Shimano Deore,-,"28 """,Aluminium,Aluminium,-,Slicks,Slicks,With the rise of,With the rise of,Sports,Platform,Sports,Platform,-,Partial,Partial,-,-,-,-
Kross,Tresse (2014),14.23 kg,2014,-,-,Aluminum Alloy,Open,-,"Pink, Purple",Suspension,-,50 mm,-,Rear,Chain,With an external switch,21,-,-,-,-,Combined,-,KROSS V-brake,-,KROSS V-brake,-,"28 """,Aluminium,Aluminium,-,Semi slicks,Semi slicks,With the rise of,With the rise of,Comfortable,???????????? ?????,Comfortable,Platform,-,Partial,Partial,-,-,-,-
Kross,Tresse (2014),14.23 kg,2014,Yes,-,Aluminum Alloy,Open,-,"Pink, Purple",Suspension,-,50 mm,-,Rear,Chain,With an external switch,21,-,-,-,-,Combined,-,KROSS V-brake,-,KROSS V-brake,-,"28 """,Yes,Aluminium,-,Semi slicks,-,With the rise of,With the rise of,Comfortable,Yes ???????????? ?????,-,Platform,-,No,No,No,No,-,No
Kross,Tresse (2015),14.9 kg,2015,-,-,Aluminum Alloy,Open,-,"Yellow, Black",Suspension,-,50 mm,-,Rear,Chain,With an external switch,21,-,-,-,-,Trigger,-,KROSS V-brake,-,KROSS V-brake,-,"28 """,Aluminium,Aluminium,-,Slicks,Slicks,With the rise of,With the rise of,Comfortable,???????????? ?????,Comfortable,Platform,-,Partial,Partial,-,-,-,-
Kross,VEGA,-,2012,6 years,-,Aluminum Alloy,Open,-,Red,Tough,-,-,-,Rear,Chain,With an external switch,6,-,Alfred Thun,-,-,-,-,V-brake,-,V-brake,-,"24 """,Aluminium,Aluminium,-,Mud,Mud,With the rise of,With the rise of,-,Platform,Platform,Platform,-,-,-,-,-,-,-
Kross,VEGA,-,2012,No,Yes 6 years,Aluminum Alloy,Open,-,Red (White),Tough,-,-,Steel 24,Rear,Chain,With an external switch,6,Cyclone CTL3-101 (38T),Shimano MF-TZ20 (14-28T),-,Shimano Tourney RD-FT30,-,Shimano Revo Shift SL-RS35,Rim mechanical,V-brake,Rim mechanical,2,"24 """,No,Aluminium,KROSS,Mud,Rubena V67 Dart,With the rise of,With the rise of,-,No,Selle Royal,Platform,-,Yes,Yes,Yes,No,No,No
Kross,VENTO 1.0 (2013),10.3 kg,2013,-,-,Aluminum Alloy,Closed,-,"Gray, Black",Tough,-,-,-,Rear,Chain,With an external switch,24,-,-,-,-,Racing,-,Tektro R340,-,Tektro R340,-,"28 """,Aluminium,Aluminium,-,Slicks,Slicks,Road,Road,Sports,-,Sports,-,-,-,-,-,-,-,-
Kross,VENTO 1.0 (2013),10.3 kg,2013,No,No,Aluminum Alloy,Closed,-,"Black, Gray",Tough,-,-,-,Rear,Chain,With an external switch,24,Prowheel,SRAM PG-850,Shimano FD-2303,Shimano SORA RD-3500-GS,Trigger,Shimano ST-2300 Dual Control,Rim mechanical,Tektro R340,Rim mechanical,2,"28 """,No,Aluminium,Alex R450,Slicks,Schwalbe Lugano,Road,Road,Sports,No,SELLE ROYAL SETA,-,-,No,No,No,No,No,No
Kross,Vento 1.0 (2014),10.14 kg,2014,-,-,Aluminum Alloy,Closed,-,"Silver, Black",Tough,-,-,-,Rear,Chain,With an external switch,24,-,-,-,-,Racing,-,Shimano Claris,-,Shimano Claris,-,"28 """,Aluminium,Aluminium,-,Slicks,Slicks,Road,Road,Sports,?????????,Sports,-,-,Partial,Partial,-,-,-,-
Kross,Vento 1.0 (2014),10.14 kg,2014,No,-,Aluminum Alloy,Closed,-,"Silver, Black (?????????)",Tough,-,-,-,Rear,Chain,With an external switch,24,-,-,-,-,Racing,-,Shimano Claris (BR-2400),-,Shimano Claris (BR-2400),-,"28 """,No,Aluminium,-,Slicks,-,Road,Road,Sports,No,-,-,-,No,No,No,No,-,No
Kross,Vento 1.0 (2015),10.7 kg,2015,-,-,Aluminum Alloy,Closed,-,White,Tough,-,-,-,Rear,Chain,With an external switch,14,-,-,-,-,Racing,-,Tektro,-,Tektro,-,"28 """,-,-,-,Slicks,Slicks,Road,Road,Sports,?????????,Sports,-,-,Partial,Partial,-,-,-,-
Kross,VENTO 2.0 (2013),-,2013,Aluminum Alloy,-,Aluminum Alloy,Closed,-,Gray,Tough,-,-,-,Rear,Chain,With an external switch,27,-,-,-,-,Racing,-,Tektro R340,-,Tektro R340,-,"28 """,Aluminium,Aluminium,-,Slicks,Slicks,Road,Road,Sports,-,Sports,-,-,-,-,-,-,-,-
Kross,VENTO 2.0 (2013),-,2013,No,No,Aluminum Alloy,Closed,-,Gray,Tough,-,-,-,Rear,Chain,With an external switch,27,Shimano SORA FC-3505,Shimano CS-HG50,Shimano FD-2303,Shimano SORA RD-3500-GS,Trigger,Shimano Sora ST-3500,Rim mechanical,Tektro R340,Rim mechanical,2,"28 """,No,Aluminium,Alex AT480,Slicks,Schwalbe Lugano,Road,Road,Sports,No,SELLE ROYAL SETA,-,-,No,No,No,No,No,No
Kross,Vento 2.0 (2014),9.84 kg,2014,9.84 kg,-,Aluminum Alloy,Closed,-,"Gray, Black",Tough,-,-,-,Rear,Chain,With an external switch,27,-,-,-,-,Racing,-,Shimano Sora,-,Shimano Sora,-,"28 """,Aluminium,Aluminium,-,Slicks,Slicks,Road,Road,Sports,?????????,Sports,-,-,Partial,Partial,-,-,-,-
Kross,Vento 2.0 (2014),9.84 kg,2014,No,-,Aluminum Alloy,Closed,-,"Gray, Black (?????????)",Tough,-,-,-,Rear,Chain,With an external switch,27,-,-,-,-,Racing,-,Shimano Sora (BR-3500),-,Shimano Sora (BR-3500),-,"28 """,No,Aluminium,-,Slicks,-,Road,Road,Sports,No,-,-,-,No,No,No,No,-,No
Kross,Vento 2.0 (2015),10.2 kg,2015,-,-,Aluminum Alloy,Closed,-,Red,Tough,-,-,-,Rear,Chain,With an external switch,16,-,-,-,-,Racing,-,Shimano Claris,-,Shimano Claris,-,"28 """,-,-,-,Slicks,Slicks,Road,Road,Sports,-,Sports,-,-,-,-,-,-,-,-
Kross,Vento 3.0 (2014),8.59 kg,2014,8.59 kg,-,carbon fibre (??????),Closed,-,Black,Tough,-,-,-,Rear,Chain,With an external switch,20,-,-,-,-,Racing,-,Shimano Tiagra,-,Shimano Tiagra,-,"28 """,-,-,-,Slicks,Slicks,Road,Road,Sports,-,Sports,-,-,-,-,-,-,-,-
Kross,Vento 3.0 (2014),8.59 kg,2014,No,-,carbon fibre (??????),Closed,-,Black,Tough,-,-,-,Rear,Chain,With an external switch,20,-,-,-,-,Racing,-,Shimano Tiagra (BR-4600),-,Shimano Tiagra (BR-4600),-,"28 """,-,-,-,Slicks,-,Road,Road,Sports,No,-,-,-,No,No,No,No,-,No
Kross,Vento 3.0 (2015),9.7 kg,2015,9.7 kg,-,Aluminum Alloy,Closed,-,"Yellow, Black",Tough,-,-,-,Rear,Chain,With an external switch,18,-,-,-,-,Racing,-,Shimano Sora,-,Shimano Sora,-,"28 """,-,-,-,Slicks,Slicks,Road,Road,Sports,-,Sports,-,-,-,-,-,-,-,-
Kross,Vento 4.0 (2014),-,2014,carbon fibre (??????),-,carbon fibre (??????),Closed,-,White,Tough,-,-,-,Rear,Chain,With an external switch,22,-,-,-,-,Racing,-,Shimano Ultegra,-,Shimano Ultegra,-,-,-,-,-,Slicks,Slicks,Road,Road,Sports,-,Sports,-,-,-,-,-,-,-,-
Kross,Vento 4.0 (2014),-,2014,No,-,carbon fibre (??????),Closed,-,White (?????????),Tough,-,-,-,Rear,Chain,With an external switch,22,-,-,-,-,Racing,-,Shimano Ultegra (BR-6800),-,Shimano Ultegra (BR-6800),-,-,-,-,-,Slicks,-,Road,Road,Sports,No,-,-,-,No,No,No,No,-,No
Kross,Vento 4.0 (2015),9.6 kg,2015,9.6 kg,-,Aluminum Alloy,Closed,-,"Blue, Black",Tough,-,-,-,Rear,Chain,With an external switch,20,-,-,-,-,Racing,-,Shimano Tiagra,-,Shimano Tiagra,-,"28 """,-,-,-,Slicks,Slicks,Road,Road,Sports,-,Sports,-,-,-,-,-,-,-,-
Kross,Vento 5.0 (2015),8.3 kg,2015,8.3 kg,-,carbon fibre (??????),Closed,-,Black,Tough,-,-,-,Rear,Chain,With an external switch,20,-,-,-,-,Racing,-,Shimano Tiagra,-,Shimano Tiagra,-,"28 """,-,-,-,Slicks,Slicks,Road,Road,Sports,-,Sports,-,-,-,-,-,-,-,-
Kross,Vento 6.0 (2015),7.9 kg,2015,7.9 kg,-,carbon fibre (??????),Closed,-,Silver,Tough,-,-,-,Rear,Chain,With an external switch,22,-,-,-,-,Racing,-,Shimano 105,-,Shimano 105,-,"28 """,-,-,-,Slicks,Slicks,Road,Road,Sports,-,Sports,-,-,-,-,-,-,-,-
Kross,Vento 7.0 (2015),7.2 kg,2015,7.2 kg,-,carbon fibre (??????),Closed,-,Black,Tough,-,-,-,Rear,Chain,With an external switch,22,-,-,-,-,Racing,-,Shimano Ultegra,-,Shimano Ultegra,-,"28 """,-,-,-,Slicks,Slicks,Road,Road,Sports,-,Sports,-,-,-,-,-,-,-,-
Kross,Vivo (2015),17 kg,2015,-,-,Aluminum Alloy,Open,-,"Red, Light blue",Tough,-,-,-,Rear,Chain,with planetary gear,7,-,-,-,-,Grip-Shift,-,KROSS V-brake,-,Shimano Nexus,-,"28 """,Aluminium,Aluminium,-,Semi slicks,-,With the rise of,With the rise of,Comfortable,"???????, ???????????? ?????",Comfortable,Platform,-,Partial,Partial,front,front,front,front
Kross,Vivo V brake (2014),-,2014,Aluminum Alloy,-,Aluminum Alloy,Open,-,White,Tough,-,-,-,Rear,Chain,with planetary gear,3,-,-,-,-,Grip-Shift,-,KROSS V-brake,-,KROSS V-brake,-,"28 """,Aluminium,Aluminium,-,Slicks,Slicks,With the rise of,With the rise of,Sports,???????????? ?????,Sports,Platform,-,Partial,Partial,front,front,front,front
Kross,Vivo V brake (2014),-,2014,No,-,Aluminum Alloy,Open,-,White (?????????),Tough,-,-,-,Rear,Chain,with planetary gear,3,-,-,-,-,Grip-Shift,-,KROSS V-brake (DH-3N31-NT),-,KROSS V-brake,-,"28 """,Yes,Aluminium,-,Slicks,-,With the rise of,With the rise of,Sports,Yes ???????????? ?????,-,Platform,-,Yes,Yes,Yes,No,-,Yes front
KTM,Amparo 8 ECO 26 (2013),25.7 kg,2013,25.7 kg,-,Aluminum Alloy,Open,-,Silver,Suspension,-,50 mm,-,Rear,Chain,with planetary gear,8,-,-,-,-,Grip-Shift,-,Shimano M422,-,Shimano M422,-,"26 """,Aluminium,Aluminium,-,Semi slicks,Semi slicks,Direct,Direct,Travel,VP,Travel,Platform,-,Partial,Partial,"B+M Lyt-T-senso-plus, LED-25 Lux","B+M Lyt-T-senso-plus, LED-25 Lux","B+M Lyt-T-senso-plus, LED-25 Lux","B+M Lyt-T-senso-plus, LED-25 Lux"
KTM,Amparo 8 ECO 26 (2013),25.7 kg,2013,Yes,-,Aluminum Alloy,Open,-,Silver,Suspension,-,50 mm,-,Rear,Chain,with planetary gear,8,-,-,-,-,Grip-Shift,-,Shimano M422,-,Shimano M422,2,"26 """,Yes,Aluminium,-,Semi slicks,-,Direct,Direct,Travel,No,-,Platform,-,Yes,Yes,Yes,No,-,No
KTM,Amparo 8 ECO 28 (2013),26 kg,2013,26 kg,-,Aluminum Alloy,Open,-,Silver,Suspension,-,50 mm,-,Rear,Chain,with planetary gear,8,-,-,-,-,Grip-Shift,-,Shimano M422,-,Shimano M422,-,"28 """,Aluminium,Aluminium,-,Semi slicks,Semi slicks,Direct,Direct,Travel,VP,Travel,Platform,-,Partial,Partial,"B+M Lyt-T-senso-plus, LED-25 Lux","B+M Lyt-T-senso-plus, LED-25 Lux","B+M Lyt-T-senso-plus, LED-25 Lux","B+M Lyt-T-senso-plus, LED-25 Lux"
KTM,Amparo 8 ECO 28 (2013),26 kg,2013,Yes,-,Aluminum Alloy,Open,-,Silver,Suspension,-,50 mm,-,Rear,Chain,with planetary gear,8,-,-,-,-,Grip-Shift,-,Shimano M422,-,Shimano M422,2,"28 """,Yes,Aluminium,-,Semi slicks,-,Direct,Direct,Travel,No,-,Platform,-,Yes,Yes,Yes,No,-,No
KTM,Amparo 8M 26 (2013),27.2 kg,2013,27.2 kg,-,Aluminum Alloy,Open,-,"Gray, Orange",Suspension,-,-,-,Rear,Chain,with planetary gear,8,-,-,-,-,Grip-Shift,-,Magura HS11,-,Magura HS11,-,"26 """,Aluminium,Aluminium,-,Semi slicks,Semi slicks,Direct,Direct,Travel,VP,Travel,Platform,-,Partial,Partial,"B+M Lyt-T-senso-plus, LED-25 Lux","B+M Lyt-T-senso-plus, LED-25 Lux","B+M Lyt-T-senso-plus, LED-25 Lux","B+M Lyt-T-senso-plus, LED-25 Lux"
KTM,Amparo 8M 26 (2013),27.2 kg,2013,Yes,-,Aluminum Alloy,Open,-,"Gray, Orange",Suspension,-,-,-,Rear,Chain,with planetary gear,8,-,-,-,-,Grip-Shift,-,Magura HS11,-,Magura HS11,2,"26 """,Yes,Aluminium,-,Semi slicks,-,Direct,Direct,Travel,No,-,Platform,-,Yes,Yes,Yes,No,-,No
KTM,Amparo 8M 28 (2013),27.5 kg,2013,27.5 kg,-,Aluminum Alloy,Open,-,"Gray, Orange",Suspension,-,50 mm,-,Rear,Chain,with planetary gear,8,-,-,-,-,Grip-Shift,-,Magura HS11,-,Magura HS11,-,"28 """,Aluminium,Aluminium,-,Semi slicks,Semi slicks,Direct,Direct,Travel,VP,Travel,Platform,-,Partial,Partial,"B+M Lyt-T-senso-plus, LED-25 Lux","B+M Lyt-T-senso-plus, LED-25 Lux","B+M Lyt-T-senso-plus, LED-25 Lux","B+M Lyt-T-senso-plus, LED-25 Lux"
KTM,Amparo 8M 28 (2013),27.5 kg,2013,Yes,-,Aluminum Alloy,Open,-,"Gray, Orange",Suspension,-,50 mm,-,Rear,Chain,with planetary gear,8,-,-,-,-,Grip-Shift,-,Magura HS11,-,Magura HS11,2,"28 """,Yes,Aluminium,-,Semi slicks,-,Direct,Direct,Travel,No,-,Platform,-,Yes,Yes,Yes,No,-,No
KTM,Amparo 8RT 26 (2013),27.2 kg,2013,27.2 kg,-,Aluminum Alloy,Open,-,Gray,Suspension,-,-,-,Rear,Chain,with planetary gear,8,-,-,-,-,Grip-Shift,-,Shimano M422,-,Shimano M422,-,"26 """,Aluminium,Aluminium,-,Semi slicks,Semi slicks,Direct,Direct,Travel,VP,Travel,Platform,-,Partial,Partial,"B+M Lyt-T-senso-plus, LED-25 Lux","B+M Lyt-T-senso-plus, LED-25 Lux","B+M Lyt-T-senso-plus, LED-25 Lux","B+M Lyt-T-senso-plus, LED-25 Lux"
KTM,Amparo 8RT 26 (2013),27.2 kg,2013,Yes,-,Aluminum Alloy,Open,-,Gray,Suspension,-,-,-,Rear,Chain,with planetary gear,8,-,-,-,-,Grip-Shift,-,Shimano M422,-,Shimano M422,2,"26 """,Yes,Aluminium,-,Semi slicks,-,Direct,Direct,Travel,No,-,Platform,-,Yes,Yes,Yes,No,-,No
KTM,Amparo 8RT 28 (2013),27.5 kg,2013,27.5 kg,-,Aluminum Alloy,Open,-,Gray,Suspension,-,-,-,Rear,Chain,with planetary gear,8,-,-,-,-,Grip-Shift,-,Shimano M422,-,Shimano M422,-,"28 """,Aluminium,Aluminium,-,Semi slicks,Semi slicks,Direct,Direct,Travel,VP,Travel,Platform,-,Partial,Partial,"B+M Lyt-T-senso-plus, LED-25 Lux","B+M Lyt-T-senso-plus, LED-25 Lux","B+M Lyt-T-senso-plus, LED-25 Lux","B+M Lyt-T-senso-plus, LED-25 Lux"
KTM,Amparo 8RT 28 (2013),27.5 kg,2013,Yes,-,Aluminum Alloy,Open,-,Gray,Suspension,-,-,-,Rear,Chain,with planetary gear,8,-,-,-,-,Grip-Shift,-,Shimano M422,-,Shimano M422,2,"28 """,Yes,Aluminium,-,Semi slicks,-,Direct,Direct,Travel,No,-,Platform,-,Yes,Yes,Yes,No,-,No
KTM,Amparo 8RT 555 28 (2013),27.9 kg,2013,27.9 kg,-,Aluminum Alloy,Open,-,Black,Suspension,-,50 mm,-,Rear,Chain,with planetary gear,8,-,-,-,-,Grip-Shift,-,Magura HS11,-,Magura HS11,-,"28 """,Aluminium,Aluminium,-,Semi slicks,Semi slicks,Direct,Direct,Travel,VP,Travel,Platform,-,Partial,Partial,"B+M Lyt-T-senso-plus, LED-25 Lux","B+M Lyt-T-senso-plus, LED-25 Lux","B+M Lyt-T-senso-plus, LED-25 Lux","B+M Lyt-T-senso-plus, LED-25 Lux"
KTM,Amparo 8RT 555 28 (2013),27.9 kg,2013,Yes,-,Aluminum Alloy,Open,-,Black,Suspension,-,50 mm,-,Rear,Chain,with planetary gear,8,-,-,-,-,Grip-Shift,-,Magura HS11,-,Magura HS11,2,"28 """,Yes,Aluminium,-,Semi slicks,-,Direct,Direct,Travel,No,-,Platform,-,Yes,Yes,Yes,No,-,No
KTM,Amparo XL 8 M 28 (2013),28.5 kg,2013,28.5 kg,-,Aluminum Alloy,Open,-,Gray,Suspension,-,-,-,Rear,Chain,with planetary gear,8,-,-,-,-,Grip-Shift,-,Magura HS11,-,Magura HS11,-,"28 """,Aluminium,Aluminium,-,Semi slicks,Semi slicks,Direct,Direct,Travel,VP,Travel,Platform,-,Partial,Partial,"B+M IQ Fly-T-senso-plus, LED-40 Lux","B+M IQ Fly-T-senso-plus, LED-40 Lux","B+M IQ Fly-T-senso-plus, LED-40 Lux","B+M IQ Fly-T-senso-plus, LED-40 Lux"
